date,installed_capacity,supply_capacity,full_power
2019-02-10,119350,97303,65225
2019-02-11,119350,98662,81369
2019-02-12,119350,98910,81684
2019-02-13,119350,98297,80849
2019-02-14,119350,98101,81477
2019-02-15,119350,98165,81471
2019-02-16,119350,95215,67769
2019-02-17,119350,96719,64033
2019-02-18,119350,97919,80394
2019-02-19,119350,98738,82869
2019-02-20,119350,97769,79777
2019-02-21,119350,97508,78291
2019-02-22,119350,95280,77656
2019-02-23,119350,94747,65016
2019-02-24,119350,92101,60881
2019-02-25,119350,93529,74848
2019-02-26,119350,96495,74488
2019-02-27,119350,96168,74792
2019-02-28,119350,96915,73115
2019-03-01,119350,91637,63532
2019-03-02,119350,93202,60563
2019-03-03,119350,93415,59211
2019-03-04,119350,91523,71880
2019-03-05,119350,89577,73603
2019-03-06,119350,90340,73573
2019-03-07,119350,90568,72780
2019-03-08,119350,91780,72390
2019-03-09,119350,90590,62527
2019-03-10,119350,90342,59584
2019-03-11,119350,90487,72149
2019-03-12,119350,90181,73773
2019-03-13,119350,90422,74136
2019-03-14,119350,91332,73378
2019-03-15,119350,91330,73568
2019-03-16,119350,91308,63088
2019-03-17,119350,91088,59480
2019-03-18,119350,89700,72008
2019-03-19,119350,89997,70866
2019-03-20,119350,88590,71675
2019-03-21,119350,89654,71884
2019-03-22,119350,90789,71617
2019-03-23,119350,89921,62029
2019-03-24,119350,90705,59274
2019-03-25,119350,88593,72375
2019-03-26,119350,88814,70390
2019-03-27,119826,88343,68679
2019-03-28,119826,87696,68576
2019-03-29,119826,89996,67957
2019-03-30,119826,90805,59993
2019-03-31,119826,91010,59005
2019-04-01,119826,89580,68918
2019-04-02,119826,89630,69375
2019-04-03,119826,89340,68911
2019-04-04,119826,88395,68612
2019-04-05,119826,88423,69788
2019-04-06,119826,85244,59799
2019-04-07,119826,85169,57246
2019-04-08,119826,86824,66789
2019-04-09,119826,87976,70499
2019-04-10,119826,86455,73010
2019-04-11,119826,85487,68823
2019-04-12,119826,86705,65841
2019-04-13,119826,83129,58741
2019-04-14,119826,82158,57347
2019-04-15,119826,85512,65652
2019-04-16,119826,83106,65846
2019-04-17,119826,82570,64858
2019-04-18,119826,82853,65665
2019-04-19,119826,84424,67286
2019-04-20,119826,85289,57536
2019-04-21,119826,83152,56357
2019-04-22,119826,81942,65036
2019-04-23,119826,81557,67676
2019-04-24,119826,82852,66843
2019-04-25,119826,83514,68406
2019-04-26,119826,84099,68703
2019-04-27,119826,82324,58248
2019-04-28,119826,80878,56304
2019-04-29,119826,82947,68904
2019-04-30,119826,82853,65866
2019-05-01,119826,81645,59257
2019-05-02,119826,82415,64347
2019-05-03,119826,81989,63488
2019-05-04,119826,80918,55891
2019-05-05,119826,79335,54877
2019-05-06,119826,81530,59232
2019-05-07,119826,79503,64119
2019-05-08,119826,78364,65191
2019-05-09,119826,80556,64637
2019-05-10,119826,81679,65051
2019-05-11,119826,79703,56737
2019-05-12,119826,79573,55971
2019-05-13,119826,80443,66385
2019-05-14,119826,80697,66716
2019-05-15,119826,80361,68076
2019-05-16,119826,83421,69631
2019-05-17,119826,85369,69583
2019-05-18,119826,86935,58102
2019-05-19,119826,85663,57545
2019-05-20,119826,85532,64838
2019-05-21,119826,84904,65571
2019-05-22,119826,85640,66689
2019-05-23,119826,85870,68535
2019-05-24,119826,86270,70964
2019-05-25,119826,82940,58952
2019-05-26,119826,81999,57613
2019-05-27,119826,86044,69700
2019-05-28,119826,85268,66168
2019-05-29,119826,85854,67474
2019-05-30,119826,85645,68850
2019-05-31,119826,87936,64992
2019-06-01,119826,88112,56860
2019-06-02,119826,87594,56758
2019-06-03,119826,88900,69235
2019-06-04,119826,90564,70611
2019-06-05,119826,90898,70897
2019-06-06,119826,90589,65996
2019-06-07,119826,92817,65956
2019-06-08,119826,88149,57222
2019-06-09,119826,87928,56627
2019-06-10,119826,87694,67097
2019-06-11,119826,88715,67125
2019-06-12,120471,88232,68360
2019-06-13,120471,88551,69302
2019-06-14,120471,88949,70094
2019-06-15,120471,87091,58299
2019-06-16,120471,86679,57589
2019-06-17,120471,89409,69144
2019-06-18,120471,90120,70283
2019-06-19,120471,89717,71045
2019-06-20,120471,90492,72419
2019-06-21,120471,90556,71392
2019-06-22,120471,88896,59611
2019-06-23,120471,88127,58504
2019-06-24,120471,90467,72358
2019-06-25,120471,89869,74192
2019-06-26,120471,89983,72691
2019-06-27,120471,90520,75206
2019-06-28,120471,90337,73877
2019-06-29,121147,87932,61863
2019-06-30,121147,87921,60661
2019-07-01,121147,91817,73799
2019-07-02,121147,92227,73871
2019-07-03,121147,92712,74051
2019-07-04,121147,93946,75978
2019-07-05,121147,94391,77081
2019-07-06,121147,91649,64664
2019-07-07,121147,92607,61231
2019-07-08,121147,94434,74511
2019-07-09,121147,94279,74847
2019-07-10,121147,95999,73582
2019-07-11,121147,95381,73762
2019-07-12,121147,94222,73720
2019-07-13,121147,93081,62192
2019-07-14,121147,93017,62384
2019-07-15,121147,94590,75227
2019-07-16,121147,94626,77005
2019-07-17,121147,95420,77875
2019-07-18,121147,95445,78538
2019-07-19,121147,95691,81037
2019-07-20,121147,94148,68096
2019-07-21,121147,94528,64826
2019-07-22,121147,97038,81923
2019-07-23,121147,95593,84164
2019-07-24,121147,97332,82716
2019-07-25,121147,96927,82349
2019-07-26,121147,97280,80943
2019-07-27,121147,96160,71548
2019-07-28,121147,95524,67137
2019-07-29,121147,97017,80114
2019-07-30,121147,97149,81567
2019-07-31,121147,97185,78182
2019-08-01,121147,97699,77967
2019-08-02,121147,97519,77913
2019-08-03,121147,94116,70485
2019-08-04,121147,95160,70852
2019-08-05,121147,97013,82885
2019-08-06,121147,97597,82491
2019-08-07,121147,98026,81077
2019-08-08,121147,97218,84356
2019-08-09,121147,97267,85400
2019-08-10,121147,93371,75211
2019-08-11,121147,94097,73304
2019-08-12,121147,97108,86941
2019-08-13,121147,96389,90314
2019-08-14,121147,98540,90052
2019-08-15,121147,96663,75693
2019-08-16,121147,98046,81147
2019-08-17,121147,96653,68337
2019-08-18,121147,96791,66051
2019-08-19,121147,98558,81590
2019-08-20,121147,98607,83162
2019-08-21,121147,99640,83782
2019-08-22,121147,100471,82264
2019-08-23,121147,100326,79012
2019-08-24,121147,98115,64735
2019-08-25,121147,98253,63326
2019-08-26,121147,99869,79478
2019-08-27,121147,99787,77998
2019-08-28,121147,99232,79037
2019-08-29,121147,99833,76683
2019-08-30,122973,99882,73735
2019-08-31,122973,97968,63393
2019-09-01,122973,97308,61847
2019-09-02,122973,96412,76231
2019-09-03,122973,95152,77067
2019-09-04,122973,95358,77939
2019-09-05,122973,96786,79390
2019-09-06,122973,96032,79916
2019-09-07,122973,94243,68972
2019-09-08,122973,92823,65686
2019-09-09,122973,92717,78980
2019-09-10,122490,91977,78650
2019-09-11,122490,92360,73271
2019-09-12,122490,89300,55025
2019-09-13,122490,87867,50583
2019-09-14,122490,87824,55077
2019-09-15,122490,87737,58401
2019-09-16,122490,88841,71926
2019-09-17,122490,88944,72654
2019-09-18,122490,90221,71310
2019-09-19,122490,90289,71203
2019-09-20,122490,89961,68997
2019-09-21,122490,83252,60423
2019-09-22,122490,85676,57175
2019-09-23,122490,87757,67955
2019-09-24,122490,87436,68030
2019-09-25,122490,84067,69484
2019-09-26,122490,84644,70942
2019-09-27,122490,84363,70695
2019-09-28,122490,83347,61652
2019-09-29,122490,84097,59910
2019-09-30,122490,84371,72703
2019-10-01,122490,83471,73550
2019-10-02,122490,85176,72674
2019-10-03,122490,81703,65389
2019-10-04,122490,80662,69517
2019-10-05,122490,81526,58463
2019-10-06,122490,83945,56929
2019-10-07,122490,82629,67701
2019-10-08,122490,82189,66068
2019-10-09,122490,81179,62364
2019-10-10,122490,80267,66814
2019-10-11,122490,80279,65826
2019-10-12,122490,79668,56963
2019-10-13,122490,84062,56189
2019-10-14,122490,80774,66445
2019-10-15,122490,81374,66840
2019-10-16,122490,82263,65339
2019-10-17,122490,81826,65896
2019-10-18,122490,82388,66319
2019-10-19,122490,79662,57570
2019-10-20,122490,82594,56578
2019-10-21,122490,80786,66898
2019-10-22,122490,81746,67468
2019-10-23,122490,81763,67006
2019-10-24,122490,82482,66741
2019-10-25,122490,82728,65970
2019-10-26,122490,83846,57066
2019-10-27,122490,84834,56033
2019-10-28,122490,82434,66673
2019-10-29,124023,82395,67119
2019-10-30,124023,81982,66526
2019-10-31,124023,82886,66888
2019-11-01,124023,85949,65117
2019-11-02,124023,85945,56973
2019-11-03,124023,86064,56036
2019-11-04,124023,85676,65979
2019-11-05,124023,85099,66471
2019-11-06,124023,85861,65837
2019-11-07,124023,88250,66635
2019-11-08,124023,88048,66895
2019-11-09,124023,84573,58848
2019-11-10,124023,83166,57626
2019-11-11,124023,85649,67084
2019-11-12,124023,86750,68342
2019-11-13,124392,85826,71244
2019-11-14,124392,87748,72026
2019-11-15,124392,86729,70876
2019-11-16,124392,85664,60421
2019-11-17,124392,85545,58646
2019-11-18,124392,88940,71848
2019-11-19,124392,87377,74393
2019-11-20,124392,86728,74148
2019-11-21,124392,88463,74041
2019-11-22,124392,88001,71571
2019-11-23,124392,83834,60030
2019-11-24,124392,83730,57696
2019-11-25,124392,89691,74250
2019-11-26,124392,89075,72776
2019-11-27,124392,87376,73684
2019-11-28,124392,87908,73693
2019-11-29,124392,89896,73720
2019-11-30,124392,88910,62203
2019-12-01,124392,85920,60978
2019-12-02,124392,89693,76453
2019-12-03,124392,88648,77950
2019-12-04,124833,88239,76624
2019-12-05,124833,90748,80251
2019-12-06,124833,92934,81787
2019-12-07,124833,88596,67875
2019-12-08,124833,88512,64092
2019-12-09,124833,91032,80600
2019-12-10,124833,90073,79201
2019-12-11,124833,89968,76860
2019-12-12,124833,92176,78241
2019-12-13,124833,93576,79110
2019-12-14,124833,89108,64861
2019-12-15,124833,89090,61405
2019-12-16,124833,90759,76425
2019-12-17,124833,90041,77487
2019-12-18,124854,91281,77666
2019-12-19,124854,91402,77689
2019-12-20,124854,90896,79158
2019-12-21,124854,88121,66564
2019-12-22,124854,89528,62827
2019-12-23,124854,91375,78779
2019-12-24,124854,92536,79456
2019-12-25,124854,92654,65610
2019-12-26,124854,92905,79431
2019-12-27,124854,93985,78548
2019-12-28,124854,93308,65014
2019-12-29,124854,94005,62540
2019-12-30,124854,93749,75158
2019-12-31,125338,97035,76223
2020-01-01,125333,96804,64007
2020-01-02,125333,95372,77180
2020-01-03,125333,96134,78269
2020-01-04,125333,94481,65628
2020-01-05,125333,93438,63231
2020-01-06,125333,93842,81890
2020-01-07,125333,94123,80147
2020-01-08,125333,95463,79002
2020-01-09,125333,96303,79160
2020-01-10,125333,95000,79247
2020-01-11,125333,93323,66148
2020-01-12,125333,93783,64008
2020-01-13,125333,94946,80242
2020-01-14,125353,94425,82329
2020-01-15,125353,95018,81195
2020-01-16,125358,94735,82352
2020-01-17,125358,94484,81303
2020-01-18,125358,91928,67399
2020-01-19,125358,92976,64497
2020-01-20,125358,94545,78922
2020-01-21,125358,95606,79627
2020-01-22,125358,94816,81438
2020-01-23,125358,95986,76229
2020-01-24,125358,94657,60789
2020-01-25,125358,92307,54692
2020-01-26,125358,91368,55281
2020-01-27,125358,91781,59961
2020-01-28,125358,93600,72476
2020-01-29,125358,94774,76016
2020-01-30,125358,95263,74457
2020-01-31,125358,95312,75262
2020-02-01,125358,94104,63369
2020-02-02,125358,95485,61882
2020-02-03,125358,95400,76775
2020-02-04,125358,96258,77877
2020-02-05,125358,97018,80770
2020-02-06,125358,97069,81493
2020-02-07,125358,96718,79761
2020-02-08,125358,95448,65470
2020-02-09,125358,96834,62873
2020-02-10,125358,95475,76445
2020-02-11,125358,94879,75830
2020-02-12,125358,93859,77688
2020-02-13,125887,95029,74042
2020-02-14,125887,95318,72476
2020-02-15,125887,93364,60935
2020-02-16,125887,96078,63497
2020-02-17,125887,97039,80648
2020-02-18,125887,96863,80338
2020-02-19,125887,96894,77972
2020-02-20,125887,95750,74510
2020-02-21,125887,96738,73398
2020-02-22,125887,96245,62123
2020-02-23,125887,96379,60988
2020-02-24,125887,96071,71041
2020-02-25,125887,94728,76417
2020-02-26,125887,94390,72005
2020-02-27,125887,93785,70327
2020-02-28,125887,93914,74398
2020-02-29,125887,92676,61341
2020-03-01,125887,90853,59052
2020-03-02,125887,93738,70171
2020-03-03,125887,92536,69937
2020-03-04,125887,92449,71207
2020-03-05,125887,91190,71279
2020-03-06,125887,91029,70461
2020-03-07,125887,87952,61624
2020-03-08,125887,87904,57799
2020-03-09,125887,90748,69348
2020-03-10,125887,90877,73329
2020-03-11,125887,91229,69189
2020-03-12,125887,90698,69187
2020-03-13,125887,89983,69141
2020-03-14,125887,85307,61420
2020-03-15,125887,86578,59745
2020-03-16,125887,89903,69166
2020-03-17,125887,89602,70633
2020-03-18,125887,88257,67700
2020-03-19,125887,88786,68829
2020-03-20,125887,89277,65269
2020-03-21,125887,85555,58825
2020-03-22,125887,84330,56264
2020-03-23,125887,84764,65294
2020-03-24,125887,84829,65456
2020-03-25,125887,84385,64440
2020-03-26,125887,83727,66984
2020-03-27,125887,85189,67487
2020-03-28,125887,83711,57706
2020-03-29,125887,83156,56117
2020-03-30,125887,86752,64310
2020-03-31,125887,86469,64045
2020-04-01,125887,92044,65397
2020-04-02,125887,92581,64793
2020-04-03,125887,92166,63334
2020-04-04,125887,91190,57117
2020-04-05,125887,90878,56568
2020-04-06,125887,91182,64714
2020-04-07,125887,90860,64082
2020-04-08,125887,91327,64227
2020-04-09,126262,89866,64862
2020-04-10,126262,89377,63376
2020-04-11,126262,88341,56756
2020-04-12,126262,87889,56211
2020-04-13,126262,87519,64411
2020-04-14,126262,85438,62808
2020-04-15,126262,85381,59614
2020-04-16,126262,83416,63018
2020-04-17,126262,83368,66699
2020-04-18,126262,81674,55711
2020-04-19,126262,83068,56027
2020-04-20,126262,84130,64906
2020-04-21,126262,85926,64403
2020-04-22,126262,86202,63868
2020-04-23,126262,85634,64118
2020-04-24,126262,88897,62099
2020-04-25,126262,88784,56341
2020-04-26,126262,89516,54785
2020-04-27,126262,90357,62669
2020-04-28,126262,90838,61242
2020-04-29,126262,91654,59574
2020-04-30,126262,93909,55855
2020-05-01,126262,92948,53435
2020-05-02,126262,92659,52776
2020-05-03,126262,91563,53877
2020-05-04,126262,91579,57080
2020-05-05,126262,91397,56310
2020-05-06,126262,89731,61479
2020-05-07,126580,88789,62127
2020-05-08,126580,90233,62506
2020-05-09,126580,87591,55520
2020-05-10,126580,88343,54608
2020-05-11,126580,86688,61467
2020-05-12,126580,88047,61820
2020-05-13,126580,89183,61203
2020-05-14,126580,88998,62498
2020-05-15,126580,88356,64508
2020-05-16,126580,87257,54733
2020-05-17,126580,90211,55310
2020-05-18,126580,88211,65700
2020-05-19,126580,92441,63817
2020-05-20,126580,91454,61065
2020-05-21,126580,90663,61329
2020-05-22,126580,91340,61067
2020-05-23,126580,94866,54830
2020-05-24,126580,96012,54457
2020-05-25,126580,94923,62174
2020-05-26,126580,94878,62836
2020-05-27,126580,93280,61192
2020-05-28,126580,94699,61697
2020-05-29,126580,93465,61765
2020-05-30,126580,93168,54866
2020-05-31,126798,91572,53975
2020-06-01,126798,93552,62505
2020-06-02,126798,92482,64274
2020-06-03,126798,93068,66004
2020-06-04,126798,90830,67908
2020-06-05,126798,91841,67093
2020-06-06,126798,90868,57796
2020-06-07,126798,93095,56738
2020-06-08,126798,93424,70986
2020-06-09,126798,91007,73065
2020-06-10,126798,91874,75247
2020-06-11,126798,91127,72458
2020-06-12,126798,90658,71925
2020-06-13,126798,89021,61765
2020-06-14,126798,89401,58071
2020-06-15,126798,90337,68945
2020-06-16,126798,88932,70355
2020-06-17,126798,86671,71113
2020-06-18,126798,88958,68208
2020-06-19,127153,91543,67881
2020-06-20,127153,90621,58749
2020-06-21,127153,91226,58769
2020-06-22,127153,92668,74046
2020-06-23,127153,93139,74580
2020-06-24,127153,94036,71085
2020-06-25,127153,92616,70436
2020-06-26,127153,94508,67237
2020-06-27,127153,94225,59168
2020-06-28,127153,94649,58627
2020-06-29,127153,93710,71580
2020-06-30,127338,96204,67390
2020-07-01,127338,93570,67510
2020-07-02,127338,95513,70435
2020-07-03,127338,93248,69956
2020-07-04,127338,90430,58241
2020-07-05,127338,94623,58879
2020-07-06,127338,96795,73331
2020-07-07,127338,99029,72265
2020-07-08,127338,98039,74371
2020-07-09,127338,97338,75675
2020-07-10,127338,97930,72503
2020-07-11,127338,96925,61501
2020-07-12,127338,98333,58411
2020-07-13,127338,99746,68771
2020-07-14,127338,99756,68457
2020-07-15,127338,99753,68952
2020-07-16,127338,100269,70509
2020-07-17,127338,99492,71418
2020-07-18,127338,97009,61204
2020-07-19,127338,95880,62377
2020-07-20,127338,98419,73800
2020-07-21,127819,97779,74450
2020-07-22,127819,95809,74111
2020-07-23,127819,97026,72543
2020-07-24,127819,95911,69401
2020-07-25,127819,96250,59890
2020-07-26,127819,96604,60578
2020-07-27,127819,95989,73006
2020-07-28,127819,96278,73747
2020-07-29,127819,97376,73525
2020-07-30,127819,97773,72981
2020-07-31,127819,97643,72400
2020-08-01,127819,97532,62900
2020-08-02,127819,97712,62345
2020-08-03,127819,97969,68035
2020-08-04,127819,98627,71617
2020-08-05,127819,98490,72543
2020-08-06,127819,98650,73160
2020-08-07,127819,98278,72986
2020-08-08,127819,96841,64649
2020-08-09,127819,98702,65302
2020-08-10,127819,97823,80229
2020-08-11,127819,97735,79148
2020-08-12,127819,97600,82122
2020-08-13,127819,99086,83777
2020-08-14,127819,99312,82639
2020-08-15,127819,97614,72195
2020-08-16,127819,97669,70452
2020-08-17,127819,97376,78553
2020-08-18,127819,98698,86324
2020-08-19,127819,99866,86698
2020-08-20,127819,98613,86967
2020-08-21,127819,99830,84425
2020-08-22,127819,97583,69559
2020-08-23,127819,97178,68538
2020-08-24,127819,98291,85076
2020-08-25,127819,97899,88574
2020-08-26,127819,97951,89091
2020-08-27,127819,98377,84961
2020-08-28,128078,98247,85677
2020-08-29,128078,94365,72836
2020-08-30,128078,97818,71466
2020-08-31,128078,98469,82673
2020-09-01,128078,96797,82036
2020-09-02,128078,96522,81356
2020-09-03,128078,93299,74636
2020-09-04,128078,92606,73772
2020-09-05,128078,88098,61835
2020-09-06,128078,91524,59566
2020-09-07,128078,90928,69547
2020-09-08,128078,91007,73153
2020-09-09,128078,90356,71515
2020-09-10,128078,89827,72738
2020-09-11,128078,89004,73473
2020-09-12,128078,85586,60966
2020-09-13,128078,86405,59480
2020-09-14,128078,88674,70702
2020-09-15,128078,87732,73146
2020-09-16,128078,87437,73144
2020-09-17,128078,88228,71725
2020-09-18,128078,89897,68259
2020-09-19,128078,84851,59888
2020-09-20,128078,87008,58261
2020-09-21,128078,85529,67626
2020-09-22,128078,85522,68157
2020-09-23,128078,85480,68298
2020-09-24,128078,85023,69151
2020-09-25,128562,83744,67826
2020-09-26,128562,82264,59397
2020-09-27,128562,84816,58397
2020-09-28,128562,86570,66036
2020-09-29,128562,85624,60187
2020-09-30,128562,85437,51986
2020-10-01,128562,83392,48946
2020-10-02,128562,83813,51651
2020-10-03,128562,83911,53653
2020-10-04,128562,84967,55638
2020-10-05,128562,82923,65238
2020-10-06,128562,83948,66935
2020-10-07,128562,83795,66722
2020-10-08,128562,85846,66261
2020-10-09,128562,84994,62608
2020-10-10,128562,85805,57877
2020-10-11,128562,87356,57139
2020-10-12,128562,87545,67195
2020-10-13,128562,87140,67755
2020-10-14,128562,87900,67364
2020-10-15,128562,87965,67771
2020-10-16,128562,88445,67349
2020-10-17,128562,86170,59231
2020-10-18,128562,86593,57306
2020-10-19,128562,86637,67545
2020-10-20,127762,86336,67824
2020-10-21,127762,85999,68454
2020-10-22,127762,86805,68374
2020-10-23,127762,88205,67147
2020-10-24,127762,87472,59213
2020-10-25,127762,86531,57288
2020-10-26,127762,85565,67680
2020-10-27,127762,83430,67660
2020-10-28,127762,84286,66752
2020-10-29,128197,86310,67410
2020-10-30,128197,87749,66037
2020-10-31,128197,83503,57719
2020-11-01,128197,82297,56822
2020-11-02,128197,83707,66720
2020-11-03,128197,84039,69570
2020-11-04,128197,84201,69231
2020-11-05,128197,84703,68907
2020-11-06,128197,86273,69596
2020-11-07,128197,86552,58540
2020-11-08,128197,88167,57536
2020-11-09,128197,87391,69999
2020-11-10,128197,87738,68952
2020-11-11,128197,86307,67954
2020-11-12,128197,86645,68011
2020-11-13,128197,85827,67692
2020-11-14,128197,85450,58858
2020-11-15,128197,86174,57555
2020-11-16,128197,84560,68154
2020-11-17,128197,87217,69082
2020-11-18,128197,88630,69555
2020-11-19,128197,87933,70905
2020-11-20,128197,89056,71916
2020-11-21,128197,90106,60121
2020-11-22,128197,91702,59194
2020-11-23,128197,90650,73234
2020-11-24,128197,92402,73988
2020-11-25,128197,93638,72888
2020-11-26,128197,91860,73798
2020-11-27,128609,95242,73588
2020-11-28,128609,94835,63912
2020-11-29,128609,94989,62162
2020-11-30,128609,96827,77074
2020-12-01,128609,89162,76210
2020-12-02,128609,90125,77722
2020-12-03,128609,90134,76904
2020-12-04,128609,90619,76916
2020-12-05,128609,87545,64555
2020-12-06,128609,86824,62314
2020-12-07,128609,89207,78832
2020-12-08,128609,90949,78234
2020-12-09,128609,92162,78544
2020-12-10,128609,91022,80497
2020-12-11,128609,91288,77669
2020-12-12,128609,88706,64485
2020-12-13,128609,90985,63683
2020-12-14,128609,96126,84182
2020-12-15,128609,97585,84708
2020-12-16,128609,98795,85132
2020-12-17,128609,97476,84185
2020-12-18,128609,97067,82899
2020-12-19,128609,94556,69628
2020-12-20,128609,92484,66560
2020-12-21,128609,95863,82906
2020-12-22,128609,94909,82109
2020-12-23,128609,96337,81349
2020-12-24,128609,94665,77124
2020-12-25,128609,94583,67327
2020-12-26,128609,92990,63604
2020-12-27,128609,92923,62840
2020-12-28,128609,96902,76803
2020-12-29,129191,98175,78915
2020-12-30,129191,99290,83916
2020-12-31,129191,99506,80632
2021-01-01,128209,98477,64942
2021-01-02,128209,97800,64982
2021-01-03,128209,96591,66473
2021-01-04,128209,97246,82840
2021-01-05,128209,97905,84497
2021-01-06,128209,98015,85568
2021-01-07,128209,98213,90195
2021-01-08,128209,98229,89858
2021-01-09,128209,92949,74232
2021-01-10,128209,92072,70738
2021-01-11,128209,99189,90564
2021-01-12,128209,98911,88089
2021-01-13,128209,97325,84235
2021-01-14,128209,97618,80757
2021-01-15,128209,97229,78869
2021-01-16,128209,95981,69347
2021-01-17,128209,96509,68310
2021-01-18,128209,100962,86673
2021-01-19,128209,101789,85348
2021-01-20,128209,99678,83468
2021-01-21,128209,98432,80435
2021-01-22,128209,97449,79367
2021-01-23,128209,93433,65370
2021-01-24,128209,95387,62201
2021-01-25,128209,99244,75047
2021-01-26,128209,98918,79190
2021-01-27,128209,98753,77213
2021-01-28,128820,99431,80655
2021-01-29,128820,100187,83971
2021-01-30,128820,97640,69215
2021-01-31,128820,97006,63574
2021-02-01,128820,97244,77878
2021-02-02,128820,100311,80457
2021-02-03,128820,98639,82594
2021-02-04,128820,99356,80804
2021-02-05,128820,98078,80698
2021-02-06,128820,95591,66340
2021-02-07,128820,97339,63698
2021-02-08,128820,95887,77950
2021-02-09,128820,95302,79114
2021-02-10,128820,95532,76269
2021-02-11,128820,92479,61009
2021-02-12,128820,86404,54836
2021-02-13,128820,87762,55686
2021-02-14,128820,88705,57687
2021-02-15,128820,94473,74829
2021-02-16,128820,95044,80711
2021-02-17,128820,95992,84749
2021-02-18,128820,96048,84067
2021-02-19,128820,95171,79299
2021-02-20,128820,91578,64603
2021-02-21,128820,90791,60140
2021-02-22,128820,95782,70422
2021-02-23,128820,96003,73896
2021-02-24,128820,94726,76281
2021-02-25,128820,94462,77701
2021-02-26,128820,93769,73253
2021-02-27,128820,90533,61810
2021-02-28,128820,87376,59511
2021-03-01,128820,91305,64904
2021-03-02,128820,92526,77208
2021-03-03,128820,90347,74748
2021-03-04,129114,92010,76597
2021-03-05,129114,90815,72682
2021-03-06,129114,86139,62607
2021-03-07,129114,86687,60702
2021-03-08,129114,90377,71789
2021-03-09,129114,90638,72893
2021-03-10,129114,90175,70943
2021-03-11,129114,89685,71172
2021-03-12,129114,89744,73861
2021-03-13,129114,83969,60715
2021-03-14,129114,84416,58921
2021-03-15,129114,89907,68220
2021-03-16,129114,89360,68547
2021-03-17,129114,88514,67684
2021-03-18,129114,87913,68081
2021-03-19,129114,87313,67369
2021-03-20,129114,84474,61460
2021-03-21,129114,85076,59578
2021-03-22,129114,85853,68873
2021-03-23,129114,86642,68079
2021-03-24,129114,86499,68196
2021-03-25,129114,86425,67429
2021-03-26,129114,86356,66019
2021-03-27,129114,79683,59268
2021-03-28,129114,80393,57877
2021-03-29,129114,84735,66819
2021-03-30,129114,85885,66325
2021-03-31,129114,87055,65755
2021-04-01,129361,86161,66192
2021-04-02,129361,86166,64600
2021-04-03,129361,81169,59025
2021-04-04,129361,77428,57780
2021-04-05,129361,78663,66231
2021-04-06,129361,76858,66622
2021-04-07,129361,77395,66289
2021-04-08,129361,78093,66706
2021-04-09,129361,77866,65500
2021-04-10,129361,77769,58226
2021-04-11,129361,77347,56651
2021-04-12,129361,77695,68966
2021-04-13,129361,79998,66770
2021-04-14,129361,79298,66263
2021-04-15,129361,79439,66365
2021-04-16,129361,80181,66009
2021-04-17,129361,79926,58589
2021-04-18,129361,79970,57397
2021-04-19,129361,81777,66072
2021-04-20,129361,80715,66393
2021-04-21,129361,80595,65940
2021-04-22,129361,79141,67265
2021-04-23,129361,80306,65461
2021-04-24,129361,75978,57782
2021-04-25,129361,77491,56810
2021-04-26,129361,77474,65456
2021-04-27,129361,78696,66283
2021-04-28,129361,79141,65551
2021-04-29,129361,79393,66022
2021-04-30,129361,78607,64304
2021-05-01,128441,77837,56758
2021-05-02,128441,75699,56721
2021-05-03,128441,77344,65471
2021-05-04,128441,79297,67838
2021-05-05,128441,80360,60540
2021-05-06,128441,80063,65436
2021-05-07,128441,80942,64780
2021-05-08,128441,80119,57311
2021-05-09,128441,78634,56138
2021-05-10,128441,78224,66682
2021-05-11,128441,79515,66134
2021-05-12,128441,76910,66063
2021-05-13,128441,77778,67558
2021-05-14,129540,78939,68888
2021-05-15,129540,74083,60555
2021-05-16,129540,73597,58503
2021-05-17,129540,78759,68368
2021-05-18,129540,80516,66240
2021-05-19,129540,77651,62006
2021-05-20,129540,80387,69140
2021-05-21,129540,78706,65806
2021-05-22,129540,78969,58452
2021-05-23,129540,78777,56815
2021-05-24,129540,80691,65847
2021-05-25,129540,82567,65408
2021-05-26,129540,82817,66876
2021-05-27,129540,81164,67738
2021-05-28,129623,81180,66069
2021-05-29,129623,80035,57782
2021-05-30,129623,81534,57041
2021-05-31,129623,82530,66049
2021-06-01,129623,81585,67332
2021-06-02,129623,80613,68419
2021-06-03,129623,79984,70113
2021-06-04,129623,80802,64864
2021-06-05,129623,80179,58611
2021-06-06,129623,80130,58683
2021-06-07,129623,80238,68543
2021-06-08,129623,81135,69828
2021-06-09,129623,85738,73387
2021-06-10,129623,84887,74929
2021-06-11,129623,84857,70071
2021-06-12,129623,81677,62209
2021-06-13,129623,83336,61518
2021-06-14,129623,85516,74220
2021-06-15,129623,84765,73311
2021-06-16,129623,86430,72494
2021-06-17,129623,84780,72670
2021-06-18,129623,85313,70527
2021-06-19,129623,80496,60923
2021-06-20,129623,81141,61200
2021-06-21,129623,85494,72382
2021-06-22,129623,86284,72518
2021-06-23,129623,86980,71726
2021-06-24,129623,83428,72813
2021-06-25,129623,84448,72763
2021-06-26,129623,82911,62042
2021-06-27,129623,82726,62109
2021-06-28,129623,86121,74821
2021-06-29,129623,87573,75854
2021-06-30,131069,87887,74824
2021-07-01,131069,94268,77476
