"		108",서울,2000.8.23,75.6,43
"		108",서울,2000.8.24,88.8,69
"		108",서울,2000.8.25,94.8,84
"		108",서울,2000.8.26,96,89
"		108",서울,2000.8.27,89.8,65
"		108",서울,2000.8.28,90.1,77
"		108",서울,2000.8.29,74.3,49
"		108",서울,2000.8.30,64.3,43
"		108",서울,2000.8.31,83,63
"		108",서울,2000.9.1,88.4,78
"		108",서울,2000.9.2,81.3,58
"		108",서울,2000.9.3,83.1,53
"		108",서울,2000.9.4,61.3,41
"		108",서울,2000.9.5,66.6,43
"		108",서울,2000.9.6,81.4,58
"		108",서울,2000.9.7,69.6,56
"		108",서울,2000.9.8,75.3,66
"		108",서울,2000.9.9,74.1,60
"		108",서울,2000.9.10,59.1,35
"		108",서울,2000.9.11,55.6,40
"		108",서울,2000.9.12,52.5,39
"		108",서울,2000.9.13,83.5,49
"		108",서울,2000.9.14,87.6,68
"		108",서울,2000.9.15,91.9,79
"		108",서울,2000.9.16,91.9,78
"		108",서울,2000.9.17,65.8,46
"		108",서울,2000.9.18,60.3,37
"		108",서울,2000.9.19,63.3,35
"		108",서울,2000.9.20,71.4,47
"		108",서울,2000.9.21,68.6,37
"		108",서울,2000.9.22,70.3,42
"		108",서울,2000.9.23,72.9,51
"		108",서울,2000.9.24,81,55
"		108",서울,2000.9.25,71.6,36
"		108",서울,2000.9.26,62.3,35
"		108",서울,2000.9.27,58.6,33
"		108",서울,2000.9.28,62.8,48
"		108",서울,2000.9.29,52.5,32
"		108",서울,2000.9.30,63.8,39
"		108",서울,2000.10.1,72.4,47
"		108",서울,2000.10.2,80.5,65
"		108",서울,2000.10.3,58.6,32
"		108",서울,2000.10.4,60.6,34
"		108",서울,2000.10.5,71.5,53
"		108",서울,2000.10.6,74.1,40
"		108",서울,2000.10.7,67.1,41
"		108",서울,2000.10.8,69.5,41
"		108",서울,2000.10.9,72.6,48
"		108",서울,2000.10.10,78,43
"		108",서울,2000.10.11,88,64
"		108",서울,2000.10.12,45.1,34
"		108",서울,2000.10.13,43.3,30
"		108",서울,2000.10.14,58.1,37
"		108",서울,2000.10.15,61.1,32
"		108",서울,2000.10.16,49.5,31
"		108",서울,2000.10.17,75.1,54
"		108",서울,2000.10.18,70.1,42
"		108",서울,2000.10.19,68.5,47
"		108",서울,2000.10.20,76.5,55
"		108",서울,2000.10.21,58.3,31
"		108",서울,2000.10.22,62.3,40
"		108",서울,2000.10.23,65.3,43
"		108",서울,2000.10.24,87.1,71
"		108",서울,2000.10.25,66,39
"		108",서울,2000.10.26,40.1,23
"		108",서울,2000.10.27,51,36
"		108",서울,2000.10.28,60.9,52
"		108",서울,2000.10.29,52.8,37
"		108",서울,2000.10.30,51.9,37
"		108",서울,2000.10.31,50,37
"		108",서울,2000.11.1,59.6,42
"		108",서울,2000.11.2,58.8,33
"		108",서울,2000.11.3,56.8,35
"		108",서울,2000.11.4,72,55
"		108",서울,2000.11.5,46.1,22
"		108",서울,2000.11.6,48,32
"		108",서울,2000.11.7,50.3,17
"		108",서울,2000.11.8,42.5,35
"		108",서울,2000.11.9,37.5,17
"		108",서울,2000.11.10,70.8,40
"		108",서울,2000.11.11,57.3,38
"		108",서울,2000.11.12,58.3,43
"		108",서울,2000.11.13,63.1,39
"		108",서울,2000.11.14,64.8,38
"		108",서울,2000.11.15,53.3,32
"		108",서울,2000.11.16,74.6,45
"		108",서울,2000.11.17,70.9,46
"		108",서울,2000.11.18,46.4,28
"		108",서울,2000.11.19,53.3,32
"		108",서울,2000.11.20,82.4,60
"		108",서울,2000.11.21,48.4,33
"		108",서울,2000.11.22,46.1,28
"		108",서울,2000.11.23,57.3,34
"		108",서울,2000.11.24,61,37
"		108",서울,2000.11.25,60.9,34
"		108",서울,2000.11.26,72.4,34
"		108",서울,2000.11.27,42.8,24
"		108",서울,2000.11.28,40.5,27
"		108",서울,2000.11.29,53.3,35
"		108",서울,2000.11.30,58.9,41
"		108",서울,2000.12.1,56.5,33
"		108",서울,2000.12.2,55.9,31
"		108",서울,2000.12.3,46.6,22
"		108",서울,2000.12.4,47.5,31
"		108",서울,2000.12.5,58.3,39
"		108",서울,2000.12.6,49.4,33
"		108",서울,2000.12.7,45.5,34
"		108",서울,2000.12.8,60.1,43
"		108",서울,2000.12.9,66.3,46
"		108",서울,2000.12.10,57,36
"		108",서울,2000.12.11,35.3,32
"		108",서울,2000.12.12,49.8,25
"		108",서울,2000.12.13,73.5,54
"		108",서울,2000.12.14,72.8,57
"		108",서울,2000.12.15,78.3,56
"		108",서울,2000.12.16,37,27
"		108",서울,2000.12.17,45.3,33
"		108",서울,2000.12.18,63.3,38
"		108",서울,2000.12.19,69.8,53
"		108",서울,2000.12.20,75.3,61
"		108",서울,2000.12.21,57.9,35
"		108",서울,2000.12.22,60.1,39
"		108",서울,2000.12.23,67.4,39
"		108",서울,2000.12.24,62.1,36
"		108",서울,2000.12.25,51.9,35
"		108",서울,2000.12.26,49.3,38
"		108",서울,2000.12.27,50.4,31
"		108",서울,2000.12.28,67.8,47
"		108",서울,2000.12.29,63.3,38
"		108",서울,2000.12.30,55.1,28
"		108",서울,2000.12.31,56,42
"		108",서울,2001.1.1,63.5,39
"		108",서울,2001.1.2,59,37
"		108",서울,2001.1.3,46.5,37
"		108",서울,2001.1.4,46.1,36
"		108",서울,2001.1.5,56.4,36
"		108",서울,2001.1.6,49,38
"		108",서울,2001.1.7,84.8,40
"		108",서울,2001.1.8,67.4,50
"		108",서울,2001.1.9,80.3,67
"		108",서울,2001.1.10,58.4,38
"		108",서울,2001.1.11,53.3,37
"		108",서울,2001.1.12,46.4,37
"		108",서울,2001.1.13,52.6,38
"		108",서울,2001.1.14,52.4,43
"		108",서울,2001.1.15,56,40
"		108",서울,2001.1.16,53.3,39
"		108",서울,2001.1.17,56,40
"		108",서울,2001.1.18,73.4,60
"		108",서울,2001.1.19,73,52
"		108",서울,2001.1.20,84,70
"		108",서울,2001.1.21,70,59
"		108",서울,2001.1.22,67,54
"		108",서울,2001.1.23,59.5,51
"		108",서울,2001.1.24,57.8,51
"		108",서울,2001.1.25,61,52
"		108",서울,2001.1.26,55.6,46
"		108",서울,2001.1.27,80.6,60
"		108",서울,2001.1.28,60.5,48
"		108",서울,2001.1.29,62.5,49
"		108",서울,2001.1.30,63.5,50
"		108",서울,2001.1.31,73.9,52
"		108",서울,2001.2.1,50.3,31
"		108",서울,2001.2.2,64.9,35
"		108",서울,2001.2.3,67.6,57
"		108",서울,2001.2.4,66.8,57
"		108",서울,2001.2.5,68,58
"		108",서울,2001.2.6,69.6,52
"		108",서울,2001.2.7,51.1,25
"		108",서울,2001.2.8,50.9,26
"		108",서울,2001.2.9,74.4,51
"		108",서울,2001.2.10,42.1,24
"		108",서울,2001.2.11,29.4,15
"		108",서울,2001.2.12,35.3,24
"		108",서울,2001.2.13,36,23
"		108",서울,2001.2.14,41.1,29
"		108",서울,2001.2.15,78.6,50
"		108",서울,2001.2.16,51.3,27
"		108",서울,2001.2.17,63.3,55
"		108",서울,2001.2.18,71.5,49
"		108",서울,2001.2.19,70,42
"		108",서울,2001.2.20,63.9,32
"		108",서울,2001.2.21,65.5,30
"		108",서울,2001.2.22,69.3,33
"		108",서울,2001.2.23,77.9,62
"		108",서울,2001.2.24,76.6,38
"		108",서울,2001.2.25,46.6,33
"		108",서울,2001.2.26,54.8,30
"		108",서울,2001.2.27,68,32
"		108",서울,2001.2.28,75.5,54
"		108",서울,2001.3.1,61.8,25
"		108",서울,2001.3.2,75.4,55
"		108",서울,2001.3.3,76.3,51
"		108",서울,2001.3.4,63.1,46
"		108",서울,2001.3.5,43.8,28
"		108",서울,2001.3.6,65.5,56
"		108",서울,2001.3.7,49.6,29
"		108",서울,2001.3.8,46.9,34
"		108",서울,2001.3.9,48,31
"		108",서울,2001.3.10,52.3,33
"		108",서울,2001.3.11,47.3,24
"		108",서울,2001.3.12,44.3,33
"		108",서울,2001.3.13,47.1,31
"		108",서울,2001.3.14,62.5,40
"		108",서울,2001.3.15,54.9,32
"		108",서울,2001.3.16,43.1,33
"		108",서울,2001.3.17,52,37
"		108",서울,2001.3.18,59.9,40
"		108",서울,2001.3.19,73.9,59
"		108",서울,2001.3.20,51,29
"		108",서울,2001.3.21,29.9,11
"		108",서울,2001.3.22,30.5,9
"		108",서울,2001.3.23,33.5,20
"		108",서울,2001.3.24,26.1,10
"		108",서울,2001.3.25,39.6,17
"		108",서울,2001.3.26,35.5,24
"		108",서울,2001.3.27,57.3,39
"		108",서울,2001.3.28,60,33
"		108",서울,2001.3.29,51.9,34
"		108",서울,2001.3.30,61.1,36
"		108",서울,2001.3.31,48.4,22
"		108",서울,2001.4.1,61,36
"		108",서울,2001.4.2,77.9,60
"		108",서울,2001.4.3,48.4,11
"		108",서울,2001.4.4,37.5,24
"		108",서울,2001.4.5,53.3,22
"		108",서울,2001.4.6,45.6,33
"		108",서울,2001.4.7,59.5,35
"		108",서울,2001.4.8,57.3,35
"		108",서울,2001.4.9,43.3,30
"		108",서울,2001.4.10,48.5,30
"		108",서울,2001.4.11,69.6,50
"		108",서울,2001.4.12,45.5,20
"		108",서울,2001.4.13,49.4,21
"		108",서울,2001.4.14,60.5,36
"		108",서울,2001.4.15,63.4,37
"		108",서울,2001.4.16,40.8,24
"		108",서울,2001.4.17,35.4,15
"		108",서울,2001.4.18,44,20
"		108",서울,2001.4.19,73.1,46
"		108",서울,2001.4.20,55.8,29
"		108",서울,2001.4.21,45.4,21
"		108",서울,2001.4.22,41.9,21
"		108",서울,2001.4.23,53.1,36
"		108",서울,2001.4.24,42.9,12
"		108",서울,2001.4.25,34.8,20
"		108",서울,2001.4.26,42,24
"		108",서울,2001.4.27,39.9,20
"		108",서울,2001.4.28,36.5,31
"		108",서울,2001.4.29,43.1,32
"		108",서울,2001.4.30,50.6,22
"		108",서울,2001.5.1,47,33
"		108",서울,2001.5.2,55.4,35
"		108",서울,2001.5.3,55,34
"		108",서울,2001.5.4,70.6,46
"		108",서울,2001.5.5,63.5,40
"		108",서울,2001.5.6,58.6,32
"		108",서울,2001.5.7,80.3,54
"		108",서울,2001.5.8,60.1,20
"		108",서울,2001.5.9,76.3,43
"		108",서울,2001.5.10,59,28
"		108",서울,2001.5.11,57.8,32
"		108",서울,2001.5.12,56.3,31
"		108",서울,2001.5.13,47.4,22
"		108",서울,2001.5.14,35.3,16
"		108",서울,2001.5.15,73.1,34
"		108",서울,2001.5.16,50.9,18
"		108",서울,2001.5.17,56.8,29
"		108",서울,2001.5.18,78.6,71
"		108",서울,2001.5.19,70,42
"		108",서울,2001.5.20,68.3,30
"		108",서울,2001.5.21,55.6,27
"		108",서울,2001.5.22,70.5,43
"		108",서울,2001.5.23,53.8,36
"		108",서울,2001.5.24,54.6,38
"		108",서울,2001.5.25,71.3,50
"		108",서울,2001.5.26,71.3,39
"		108",서울,2001.5.27,57.9,32
"		108",서울,2001.5.28,50.4,21
"		108",서울,2001.5.29,56,27
"		108",서울,2001.5.30,70.3,58
"		108",서울,2001.5.31,57,18
"		108",서울,2001.6.1,66.5,49
"		108",서울,2001.6.2,55,32
"		108",서울,2001.6.3,46.9,25
"		108",서울,2001.6.4,67.4,40
"		108",서울,2001.6.5,73.9,57
"		108",서울,2001.6.6,62.8,34
"		108",서울,2001.6.7,51.5,29
"		108",서울,2001.6.8,54.9,34
"		108",서울,2001.6.9,59.8,40
"		108",서울,2001.6.10,54.3,35
"		108",서울,2001.6.11,62.9,39
"		108",서울,2001.6.12,71.5,52
"		108",서울,2001.6.13,76.9,65
"		108",서울,2001.6.14,52,34
"		108",서울,2001.6.15,52.6,33
"		108",서울,2001.6.16,67.3,48
"		108",서울,2001.6.17,65.9,34
